48,47,45,42,46,44,43,38,33,39,31,41,25,32,34,29,35,14,27,10,37,18,30,28,40,11,5,2,15,21,22,20,1,19,8,12,13,23,16,7,0,36,24,9,6,3,17,26,4,49,
47,46,45,42,39,44,43,38,33,37,31,41,25,32,34,29,35,14,27,10,36,18,30,28,40,11,5,2,15,21,22,20,1,19,8,12,13,23,16,7,0,4,24,9,6,3,17,26,48,49,
46,42,45,38,39,44,43,35,33,37,31,41,25,32,34,29,26,14,27,10,36,18,30,28,40,11,5,2,15,21,22,20,1,19,8,12,13,23,16,7,0,4,24,9,6,3,17,47,48,49,
45,42,44,38,39,41,43,35,33,37,31,40,25,32,34,29,26,14,27,10,36,18,30,28,17,11,5,2,15,21,22,20,1,19,8,12,13,23,16,7,0,4,24,9,6,3,46,47,48,49,
44,42,43,38,39,41,34,35,33,37,31,40,25,32,22,29,26,14,27,10,36,18,30,28,17,11,5,2,15,21,3,20,1,19,8,12,13,23,16,7,0,4,24,9,6,45,46,47,48,49,
43,42,41,38,39,40,34,35,33,37,31,28,25,32,22,29,26,14,27,10,36,18,30,6,17,11,5,2,15,21,3,20,1,19,8,12,13,23,16,7,0,4,24,9,44,45,46,47,48,49,
42,39,41,38,37,40,34,35,33,36,31,28,25,32,22,29,26,14,27,10,24,18,30,6,17,11,5,2,15,21,3,20,1,19,8,12,13,23,16,7,0,4,9,43,44,45,46,47,48,49,
41,39,40,38,37,28,34,35,33,36,31,17,25,32,22,29,26,14,27,10,24,18,30,6,9,11,5,2,15,21,3,20,1,19,8,12,13,23,16,7,0,4,42,43,44,45,46,47,48,49,
40,39,34,38,37,28,32,35,33,36,31,17,25,15,22,29,26,14,27,10,24,18,30,6,9,11,5,2,4,21,3,20,1,19,8,12,13,23,16,7,0,41,42,43,44,45,46,47,48,49,
39,38,34,35,37,28,32,29,33,36,31,17,25,15,22,20,26,14,27,10,24,18,30,6,9,11,5,2,4,21,3,0,1,19,8,12,13,23,16,7,40,41,42,43,44,45,46,47,48,49,
38,37,34,35,36,28,32,29,33,24,31,17,25,15,22,20,26,14,27,10,7,18,30,6,9,11,5,2,4,21,3,0,1,19,8,12,13,23,16,39,40,41,42,43,44,45,46,47,48,49,
37,36,34,35,31,28,32,29,33,24,30,17,25,15,22,20,26,14,27,10,7,18,16,6,9,11,5,2,4,21,3,0,1,19,8,12,13,23,38,39,40,41,42,43,44,45,46,47,48,49,
36,35,34,33,31,28,32,29,27,24,30,17,25,15,22,20,26,14,23,10,7,18,16,6,9,11,5,2,4,21,3,0,1,19,8,12,13,37,38,39,40,41,42,43,44,45,46,47,48,49,
